county,nov_rate,state,year,2008_pop_est,total area sqmi,water area,land area,per_pov,med_income
Cumberland County,8.4,Tennessee,2008,55184,684.95,3.34,681.61,15.5,38360
Davidson County,5.9,Tennessee,2008,612649,526.11,23.85,502.26,16.9,46413
Decatur County,9.5,Tennessee,2008,11769,344.91,11.01,333.9,18.2,33365
Dekalb County,8.5,Tennessee,2008,18693,328.98,24.41,304.57,19.7,37016
Dickson County,9.1,Tennessee,2008,48929,491.28,1.42,489.87,13.8,44572
Dyer County,9.7,Tennessee,2008,38149,526.48,15.98,510.5,17.7,39484
Fayette County,7.9,Tennessee,2008,37851,706.23,1.73,704.5,12.7,51673
Fentress County,10.9,Tennessee,2008,17851,498.97,0.33,498.64,23.5,28547
Franklin County,7.3,Tennessee,2008,41093,575.77,21.25,554.52,17.2,40890
Gibson County,10.4,Tennessee,2008,49209,603.59,0.92,602.67,17.1,36782
Giles County,9,Tennessee,2008,29705,611.17,0.25,610.93,16.3,39346
Grainger County,9,Tennessee,2008,22380,302.44,22.11,280.33,19.5,34943
Greene County,10,Tennessee,2008,68328,624.11,2.42,621.69,17.8,35859
Grundy County,9.6,Tennessee,2008,13963,361.14,0.58,360.56,29.5,25619
Hamblen County,7.9,Tennessee,2008,62101,175.77,14.74,161.03,16.8,41324
Hamilton County,6.3,Tennessee,2008,328711,575.72,33.28,542.44,14.1,47574
Hancock County,9,Tennessee,2008,6765,223.5,1.21,222.29,30.8,23526
Hardeman County,9.1,Tennessee,2008,27837,670.39,2.84,667.55,22.8,36527
Hardin County,8.5,Tennessee,2008,26059,596.31,18.45,577.86,20.4,33846
Hawkins County,7.1,Tennessee,2008,56698,499.63,12.97,486.66,20.3,34971
Haywood County,11.3,Tennessee,2008,18996,534.15,0.95,533.2,21.9,32860
Henderson County,11.6,Tennessee,2008,27655,525.91,5.89,520.02,16.6,38822
Henry County,10.1,Tennessee,2008,32106,593.45,31.77,561.68,16.8,36471
Hickman County,9.9,Tennessee,2008,24623,612.7,0.18,612.52,18,39913
Houston County,9.1,Tennessee,2008,8320,206.92,6.71,200.21,19.6,34131
Humphreys County,10,Tennessee,2008,18411,556.72,24.5,532.22,14.1,41093
Jackson County,9.8,Tennessee,2008,11555,319.56,10.67,308.88,22.4,31276
Jefferson County,8.1,Tennessee,2008,51014,314.33,40.51,273.81,16.5,36815
Johnson County,9,Tennessee,2008,18220,302.73,4.26,298.47,25.8,28918
Knox County,5.5,Tennessee,2008,425276,525.78,17.32,508.46,14.3,45922
Lake County,8.3,Tennessee,2008,7812,193.79,30.38,163.42,37.8,26739
Lauderdale County,15.2,Tennessee,2008,27840,507.14,36.69,470.45,23.6,32679
Lawrence County,11.2,Tennessee,2008,41272,617.91,0.74,617.17,15.5,35634
Lewis County,10.8,Tennessee,2008,11986,282.48,0.38,282.09,19.6,34217
Lincoln County,5.2,Tennessee,2008,32975,570.63,0.39,570.23,16,40473
Loudon County,6.2,Tennessee,2008,47342,247.31,18.43,228.88,11.1,49673
Macon County,10.5,Tennessee,2008,22017,307.19,0.06,307.13,20.3,34474
Madison County,7.2,Tennessee,2008,97064,558.63,1.63,557,15.4,43168
Marion County,8.7,Tennessee,2008,28138,512.32,13.96,498.36,15.7,38965
Marshall County,10,Tennessee,2008,30108,376.1,0.75,375.36,14.4,41157
Maury County,8.3,Tennessee,2008,79666,615.52,2.66,612.86,14,46942
McMinn County,9.8,Tennessee,2008,52284,432.22,1.94,430.28,16.3,40529
McNairy County,10.4,Tennessee,2008,25766,560.84,0.79,560.04,18.9,34064
Meigs County,10.1,Tennessee,2008,11606,216.78,21.92,194.86,20.8,35240
Monroe County,12.7,Tennessee,2008,44437,652.58,17.67,634.91,17.4,36713
Montgomery County,6.5,Tennessee,2008,162144,543.84,4.57,539.28,13.3,47716
Moore County,6.1,Tennessee,2008,6299,130.38,1.21,129.18,11.6,46045
Morgan County,7.8,Tennessee,2008,21734,522.4,0.35,522.04,20.9,34348
Obion County,8.1,Tennessee,2008,31971,555.35,10.43,544.91,16.7,37503
Overton County,10.4,Tennessee,2008,21756,434.82,1.43,433.38,17.9,32635
Perry County,20.6,Tennessee,2008,7794,422.9,8,414.89,19,33179
Pickett County,13,Tennessee,2008,5122,174.58,11.66,162.92,19.8,29422
Polk County,9.7,Tennessee,2008,16759,442.35,7.3,435.05,17.2,33932
Putnam County,6.8,Tennessee,2008,70746,402.56,1.5,401.05,17.9,36398
Rhea County,9.4,Tennessee,2008,31308,336.39,20.45,315.94,17.9,37437
Roane County,6.3,Tennessee,2008,54374,394.98,34,360.98,15.5,41061
Robertson County,7.1,Tennessee,2008,64780,476.67,0.2,476.47,11.1,48055
Rutherford County,7,Tennessee,2008,252565,623.94,5.03,618.91,10.2,54335
Scott County,15.1,Tennessee,2008,22214,533.22,1.13,532.09,24.8,28422
Sequatchie County,6.9,Tennessee,2008,13904,266.02,0.18,265.85,16,39372
Sevier County,7.2,Tennessee,2008,87983,597.73,5.45,592.29,13.2,40378
Shelby County,7.2,Tennessee,2008,920685,783.63,29.1,754.53,18,45722
Smith County,11.3,Tennessee,2008,19179,325.35,10.94,314.41,12.9,44536
Stewart County,8.9,Tennessee,2008,13199,493.2,34.72,458.48,14.9,41268
Sullivan County,5.4,Tennessee,2008,156028,429.69,16.67,413.02,14.1,41115
Sumner County,6.9,Tennessee,2008,155999,543.12,13.81,529.3,8.7,55305
Tipton County,9,Tennessee,2008,60128,474.72,15.35,459.37,13.7,47850
Trousdale County,7.8,Tennessee,2008,7777,116.64,2.4,114.24,15.1,39008
Unicoi County,7.6,Tennessee,2008,18291,186.49,0.35,186.14,17,36316
Union County,7.5,Tennessee,2008,19208,247.13,23.57,223.56,19.3,33795
Van Buren County,9,Tennessee,2008,5541,274.59,1.14,273.46,18.9,33211
Warren County,9.2,Tennessee,2008,39534,434.08,1.4,432.69,19.6,35107
Washington County,5.9,Tennessee,2008,120056,329.8,3.49,326.31,14,42571
Wayne County,10.2,Tennessee,2008,17004,735.59,1.63,733.96,20.7,32471
Weakley County,9,Tennessee,2008,34484,581.81,1.62,580.19,21,34442
White County,10.5,Tennessee,2008,25548,379.39,2.8,376.58,19.2,32699
Williamson County,5,Tennessee,2008,175498,583.62,0.94,582.68,5,93166
Wilson County,6.3,Tennessee,2008,110474,583.2,12.63,570.57,8.5,59796
Anderson County,6,Texas,2008,57963,1077.95,7.16,1070.79,21.2,45551
Andrews County,3.4,Texas,2008,14099,1500.99,0.36,1500.64,13.4,49043
Angelina County,4.9,Texas,2008,84961,864.45,62.89,801.56,20.1,37782
Aransas County,4.7,Texas,2008,23225,527.95,276.09,251.86,19.3,40789
Archer County,4.2,Texas,2008,9104,925.78,16.09,909.7,8.5,51616
Armstrong County,4,Texas,2008,1936,913.81,0.18,913.63,10,47097
Atascosa County,5.1,Texas,2008,43947,1235.61,3.49,1232.12,18.2,41883
Austin County,4.6,Texas,2008,27935,656.37,3.78,652.59,10.6,49721
Bailey County,3.9,Texas,2008,6979,827.38,0.68,826.69,17.4,33331
Bandera County,4.8,Texas,2008,20407,797.54,5.81,791.73,13.2,48688
Bastrop County,5.3,Texas,2008,72389,895.92,7.57,888.35,13,52129
Baylor County,3.9,Texas,2008,3747,901.01,30.24,870.77,18,32236
Bee County,6.4,Texas,2008,31814,880.31,0.17,880.14,28.9,35695
Bell County,5.2,Texas,2008,297873,1087.93,28.21,1059.72,13.4,49448
Bexar County,5.1,Texas,2008,1651709,1256.66,9.84,1246.82,17.1,45794
Blanco County,3.8,Texas,2008,10061,713.41,2.16,711.24,10.6,49446
Borden County,3,Texas,2008,612,906.04,7.24,898.8,9,44822
Bosque County,5,Texas,2008,17939,1002.63,13.46,989.18,13.9,41871
Bowie County,5.2,Texas,2008,91349,922.77,34.9,887.87,19.3,39531
Brazoria County,5.5,Texas,2008,301336,1597.44,211.04,1386.4,9.6,63959
Brazos County,3.9,Texas,2008,185098,590.29,4.51,585.78,25.2,38592
Brewster County,3.8,Texas,2008,8868,6192.78,0.18,6192.61,17.1,34189
Briscoe County,4.3,Texas,2008,1651,901.59,1.33,900.25,15.3,34442
Brooks County,5.2,Texas,2008,7345,943.61,0.33,943.28,32.8,25341
Brown County,4.7,Texas,2008,38135,956.94,13.08,943.85,17.2,40279
Burleson County,4.7,Texas,2008,17025,677.78,12.24,665.54,15.5,42829
Burnet County,4.5,Texas,2008,42477,1020.96,24.93,996.04,12.9,48321
Caldwell County,6.1,Texas,2008,37671,547.41,1.69,545.73,15.1,45151
Calhoun County,5.2,Texas,2008,21127,1032.16,519.84,512.31,15.7,43123
Callahan County,4,Texas,2008,13474,901.26,2.64,898.62,14.7,41493
Cameron County,7.1,Texas,2008,393000,1276.33,370.58,905.76,33.5,30950
Camp County,5.2,Texas,2008,12331,203.2,5.69,197.51,17.1,38435
Carson County,3.3,Texas,2008,6260,924.1,0.91,923.19,8.5,50493
Cass County,6.6,Texas,2008,30217,960.35,22.99,937.35,18.2,36378
Castro County,3.6,Texas,2008,7758,899.32,1,898.31,19.9,36748
Chambers County,6.3,Texas,2008,31619,871.99,272.68,599.31,9.1,66033
Cherokee County,6.6,Texas,2008,49976,1061.93,9.72,1052.22,22.2,35906
Childress County,5,Texas,2008,7123,713.61,3.27,710.34,25.4,33634
Clay County,4.5,Texas,2008,10843,1116.17,18.36,1097.82,11,48445
Cochran County,4.3,Texas,2008,3100,775.31,0.09,775.22,22.3,34388
Coke County,7.2,Texas,2008,3348,927.97,29.17,898.81,15,35848
Coleman County,4.7,Texas,2008,8899,1281.45,21.25,1260.2,22,30777
Collin County,5,Texas,2008,741264,885.85,38.29,847.56,6.4,81875
Collingsworth County,3.9,Texas,2008,3017,919.44,0.64,918.8,20.4,31486
Colorado County,4.5,Texas,2008,20818,973.59,10.64,962.95,17.9,39441
Comal County,4.6,Texas,2008,103272,574.59,13.15,561.45,8.5,61393
Comanche County,4,Texas,2008,13834,947.67,9.98,937.69,18.3,34516
Concho County,5.5,Texas,2008,4108,993.69,2.23,991.45,25.4,37505
Cooke County,3.7,Texas,2008,38223,898.81,25.17,873.64,11.9,49705
Coryell County,6.7,Texas,2008,74552,1056.73,4.97,1051.76,14.7,48308
Cottle County,4.3,Texas,2008,1527,901.59,0.42,901.18,21.3,29462
Crane County,4.6,Texas,2008,4157,785.59,0.03,785.56,10.6,50114
Crockett County,3,Texas,2008,3783,2807.43,0.01,2807.42,13.5,42223
Crosby County,4.9,Texas,2008,6192,901.69,2.17,899.51,23.6,33294
Culberson County,3.2,Texas,2008,2490,3812.71,0.25,3812.46,23.7,30084
Dallam County,3,Texas,2008,6506,1505.26,0.56,1504.69,13.6,37192
Dallas County,6,Texas,2008,2314018,908.56,28.96,879.6,17.3,47155
Dawson County,5.2,Texas,2008,13804,902.12,0.06,902.06,21.7,40590
Deaf Smith County,3.8,Texas,2008,19054,1498.26,0.92,1497.34,19.3,35710
Delta County,5.6,Texas,2008,5252,277.92,0.84,277.08,19.4,35494
Denton County,4.8,Texas,2008,630104,957.88,69.34,888.54,6.5,73678
Dewitt County,4.5,Texas,2008,19902,910.47,1.29,909.18,19.3,40225
Dickens County,6.6,Texas,2008,2400,905.21,1,904.21,26.8,30343
Dimmit County,6.5,Texas,2008,9833,1334.48,3.57,1330.91,33.4,27895
Donley County,3.8,Texas,2008,3688,933.05,3.28,929.77,17.4,35875
Duval County,5.4,Texas,2008,11945,1795.67,2.97,1792.71,26.5,33127
Eastland County,4.6,Texas,2008,18520,931.9,5.89,926.01,18.9,35258
Ector County,3.5,Texas,2008,133064,901.68,0.62,901.06,15.5,46868
Edwards County,3.5,Texas,2008,2084,2119.95,0.19,2119.75,22.2,31434
El Paso County,6.5,Texas,2008,769930,1014.68,1.57,1013.11,25.2,36519
Ellis County,5.4,Texas,2008,144394,951.66,11.75,939.91,9.8,63500
Erath County,3.8,Texas,2008,37137,1089.8,3.47,1086.33,18.8,40399
Falls County,6.4,Texas,2008,17698,773.81,4.72,769.09,24.2,32844
Fannin County,6.3,Texas,2008,33870,899.16,7.71,891.45,16.3,41320
Fayette County,3.8,Texas,2008,24347,959.84,9.81,950.03,11.9,45141
Fisher County,3.9,Texas,2008,4065,901.74,0.58,901.16,15.6,34838
Floyd County,4.3,Texas,2008,6528,992.51,0.32,992.19,21.9,32794
Foard County,5,Texas,2008,1334,707.69,1.01,706.68,17.5,30176
Fort Bend County,4.8,Texas,2008,542957,886.05,11.41,874.64,8,83968
Franklin County,4.6,Texas,2008,10604,294.77,9.12,285.66,15.4,39830
Freestone County,4.3,Texas,2008,19446,892.13,14.7,877.43,14.5,41153
Frio County,5.6,Texas,2008,16939,1134.28,1.26,1133.02,28.2,31072
Gaines County,3.9,Texas,2008,16641,1502.84,0.49,1502.35,17.2,40489
Galveston County,7.1,Texas,2008,288643,872.93,474.46,398.47,11.9,57950
Garza County,3.8,Texas,2008,6158,896.19,0.63,895.56,22.1,37815
Gillespie County,3.6,Texas,2008,24206,1061.48,0.42,1061.06,9.6,57244
Glasscock County,3.4,Texas,2008,1218,900.93,0.19,900.75,9,52364
Goliad County,4.1,Texas,2008,7164,859.35,5.83,853.52,14.2,45273
Gonzales County,4.3,Texas,2008,19538,1069.82,2.07,1067.75,19.2,34613
Gray County,3.7,Texas,2008,22772,929.25,0.97,928.28,14.7,44888
Grayson County,5.4,Texas,2008,118834,979.19,45.68,933.51,12.3,45669
Gregg County,4.2,Texas,2008,119157,276.37,2.34,274.03,14.1,45792
Grimes County,5.3,Texas,2008,26273,801.16,7.56,793.6,15,42415
Guadalupe County,4.9,Texas,2008,123398,714.17,3.03,711.14,10.6,61979
Hale County,4.4,Texas,2008,35662,1004.77,0.12,1004.65,19.1,35802
Hall County,5.8,Texas,2008,3398,904.08,0.99,903.09,24.6,29089
Hamilton County,3.5,Texas,2008,8497,836.38,0.67,835.71,13.6,37884
Hansford County,3.1,Texas,2008,5512,920.4,0.6,919.8,12,45291
Hardeman County,4.2,Texas,2008,4187,697,1.62,695.38,17.6,34007
Hardin County,5.4,Texas,2008,53206,897.37,3.04,894.33,13.2,50477
Harris County,5.1,Texas,2008,3938580,1777.69,48.87,1728.83,15.3,52391
Harrison County,4.9,Texas,2008,64107,915.09,16.38,898.71,14.8,45016
Hartley County,3.3,Texas,2008,5820,1463.2,0.95,1462.25,10.4,54316
Haskell County,3.2,Texas,2008,5839,910.25,7.29,902.97,22.2,32817
Hays County,5,Texas,2008,147674,679.79,1.92,677.87,14.2,57410
Hemphill County,1.8,Texas,2008,3680,912.06,2.38,909.68,8.7,56489
Henderson County,5.8,Texas,2008,78033,949,74.76,874.24,15.4,40145
Hidalgo County,7.6,Texas,2008,736694,1582.66,12.92,1569.75,34.8,30513
Hill County,5.3,Texas,2008,34997,985.65,23.29,962.36,16.3,38020
Hockley County,3.7,Texas,2008,22958,908.55,0.27,908.28,17.6,42371
Hood County,4.6,Texas,2008,50112,436.8,15.19,421.61,10.1,58205
Hopkins County,4.3,Texas,2008,34472,792.74,10.35,782.4,15.8,39912
Houston County,6.9,Texas,2008,23635,1236.83,5.94,1230.89,26.1,33272
Howard County,5,Texas,2008,34393,904.19,1.36,902.84,21.2,38661
Hudspeth County,3.7,Texas,2008,3374,4571.93,0.93,4571,30.1,26625
Hunt County,5.8,Texas,2008,84447,882.02,40.87,841.16,14.4,45396
Hutchinson County,4.3,Texas,2008,21851,894.95,7.58,887.37,11.7,49548
Irion County,4.1,Texas,2008,1571,1051.59,0.11,1051.48,9.4,49332
Jack County,3.4,Texas,2008,9030,920.11,3.5,916.61,14.9,43173
Jackson County,4.3,Texas,2008,13957,857.03,27.54,829.49,13.4,44278
Jasper County,6.7,Texas,2008,35170,969.62,32.22,937.4,20.5,38264
Jeff Davis County,3.7,Texas,2008,2316,2264.6,0.18,2264.43,12.2,42055
Jefferson County,7.4,Texas,2008,249430,1111.26,207.71,903.55,17.3,44155
Jim Hogg County,4.1,Texas,2008,5198,1136.16,0.05,1136.11,22.8,33104
Jim Wells County,4.1,Texas,2008,40554,868.22,3.71,864.52,21.6,37414
Johnson County,5,Texas,2008,148635,734.46,5.03,729.42,9.4,53819
Jones County,5.2,Texas,2008,20131,937.13,6.14,930.99,23.6,37797
Karnes County,6.1,Texas,2008,14867,753.58,3.27,750.32,27.5,33394
Kaufman County,6,Texas,2008,99285,806.81,20.76,786.04,9.9,58497
Kendall County,4.2,Texas,2008,31754,663.04,0.6,662.44,7.7,71262
Kenedy County,2.9,Texas,2008,410,1945.6,488.83,1456.77,16.4,29587
Kent County,4.2,Texas,2008,787,902.91,0.58,902.33,11.4,35804
Kerr County,4.8,Texas,2008,48852,1107.66,1.54,1106.12,13.3,42406
Kimble County,4.3,Texas,2008,4520,1250.92,0.23,1250.7,17.4,37046
King County,5.4,Texas,2008,272,913.33,1.04,912.29,12.3,44939
Kinney County,4.9,Texas,2008,3507,1365.31,1.87,1363.44,21.5,35576
Kleberg County,4.3,Texas,2008,31555,1090.29,219.32,870.97,24.2,36659
Knox County,3.9,Texas,2008,3650,855.43,6.43,849,21.1,31469
La Salle County,6,Texas,2008,6653,1494.23,5.38,1488.85,29.1,29778
Lamar County,6,Texas,2008,49467,932.47,15.66,916.81,17.4,37104
Lamb County,4.2,Texas,2008,14036,1017.73,1.52,1016.21,21.3,35137
Lampasas County,4.3,Texas,2008,19812,713.96,1.92,712.04,14.7,46906
Lavaca County,3.9,Texas,2008,19185,970.35,0.45,969.9,13.1,43814
Lee County,4.1,Texas,2008,16550,634.03,5.53,628.5,12.9,49336
Leon County,4.4,Texas,2008,16832,1080.38,8.34,1072.04,14.8,41212
Liberty County,6.5,Texas,2008,74915,1176.22,16.54,1159.68,16.3,48374
Limestone County,4.6,Texas,2008,23065,933.15,24.27,908.88,18.1,39314
Lipscomb County,3.3,Texas,2008,3183,932.22,0.11,932.11,12.2,46490
Live Oak County,4.6,Texas,2008,11479,1078.83,42.53,1036.3,17.8,43376
Llano County,4.8,Texas,2008,19034,966.18,31.41,934.76,12.8,44370
Loving County,7,Texas,2008,61,676.85,3.77,673.08,14.3,50221
Lubbock County,3.8,Texas,2008,268197,900.7,1.2,899.49,15.7,44389
Lynn County,4.7,Texas,2008,5932,893.46,1.58,891.88,19.6,35256
Madison County,5.4,Texas,2008,13340,472.44,2.8,469.65,21.8,36650
Marion County,5.1,Texas,2008,10748,420.36,39.15,381.21,21.6,31510
Martin County,3.6,Texas,2008,4558,915.62,0.84,914.78,15.9,43492
Mason County,3.2,Texas,2008,3876,932.18,0.11,932.07,13.9,39217
Matagorda County,7.2,Texas,2008,36708,1612.19,497.73,1114.46,18,40578
Maverick County,9.9,Texas,2008,52190,1291.74,11.66,1280.08,26.5,29787
McCulloch County,4.1,Texas,2008,8203,1073.35,4.05,1069.31,22.7,32743
McLennan County,4.7,Texas,2008,229037,1060.23,18.34,1041.88,20.1,40223
McMullen County,5.9,Texas,2008,736,1142.6,29.6,1113,13.6,40033
Medina County,5.7,Texas,2008,45131,1334.53,6.77,1327.76,16.8,44632
Menard County,4.1,Texas,2008,2217,902.25,0.34,901.91,20.8,31211
Midland County,3,Texas,2008,132502,901.97,1.72,900.25,10.1,56320
Milam County,6.8,Texas,2008,25065,1021.67,4.95,1016.71,16.5,41290
Mills County,4.4,Texas,2008,4876,749.89,1.78,748.11,18.3,35353
Mitchell County,5.8,Texas,2008,9285,915.9,5.86,910.04,26.2,35837
Montague County,3.7,Texas,2008,19882,938.44,7.78,930.66,14.2,41652
Montgomery County,4.6,Texas,2008,429818,1076.81,32.78,1044.03,9.4,65801
Moore County,3.2,Texas,2008,20917,909.61,9.95,899.66,13.6,43377
Morris County,6.3,Texas,2008,13092,258.64,4.13,254.51,17.6,36929
Motley County,4.4,Texas,2008,1197,989.81,0.43,989.38,19,34551
Nacogdoches County,4.5,Texas,2008,62957,981.33,34.56,946.77,21.3,36438
Navarro County,5.6,Texas,2008,47408,1086.17,78.51,1007.66,18.5,40730
Newton County,7.1,Texas,2008,14393,939.51,6.82,932.69,22.3,35524
Nolan County,4.1,Texas,2008,15093,913.93,1.94,911.98,20.7,36026
Nueces County,4.7,Texas,2008,333526,1166.42,330.6,835.82,17.4,45371
Ochiltree County,2.8,Texas,2008,9962,918.07,0.51,917.56,12,51680
Oldham County,5,Texas,2008,2004,1501.42,0.79,1500.63,13.5,44765
Orange County,7.3,Texas,2008,82612,379.54,23.14,356.4,13.6,48568
Palo Pinto County,4.8,Texas,2008,27916,985.5,32.57,952.93,14,41162
Panola County,4.3,Texas,2008,23537,821.34,20.42,800.92,13.9,42917
Parker County,4.8,Texas,2008,112911,910.09,6.58,903.51,10.3,61151
Parmer County,3.5,Texas,2008,9994,885.17,3.51,881.66,14.2,40346
Pecos County,4.3,Texas,2008,15251,4764.73,1.07,4763.66,20.5,37283
Polk County,6.7,Texas,2008,45794,1109.81,52.55,1057.26,15.5,36930
Potter County,4.3,Texas,2008,119740,921.98,12.74,909.24,22.5,36988
Presidio County,10,Texas,2008,7683,3856.26,0.75,3855.51,21.3,27490
Rains County,5.7,Texas,2008,11022,258.87,26.82,232.05,15.6,41233
Randall County,3.3,Texas,2008,116518,922.42,7.99,914.43,7.8,57221
Reagan County,2.3,Texas,2008,3339,1175.98,0.68,1175.3,9,53698
Real County,3.9,Texas,2008,3241,700.04,0.13,699.91,18.8,31677
Red River County,6.3,Texas,2008,12922,1057.61,7.43,1050.18,18.8,32902
Reeves County,6,Texas,2008,13211,2641.95,6.07,2635.88,27.5,31057
Refugio County,3.9,Texas,2008,7430,818.64,48.43,770.21,15.5,37211
Roberts County,2.5,Texas,2008,904,924.19,0.1,924.09,6.7,63265
Robertson County,5.4,Texas,2008,16535,865.67,11.11,854.56,20.5,37219
Rockwall County,5.1,Texas,2008,73929,148.7,19.91,128.79,6.2,79703
Runnels County,4.6,Texas,2008,10444,1057.13,6.4,1050.73,18.4,35314
Rusk County,4.2,Texas,2008,52195,938.62,15.07,923.55,15.9,42572
Sabine County,9.7,Texas,2008,10565,576.61,86.34,490.27,15.6,33443
San Augustine County,6.5,Texas,2008,9039,592.21,64.34,527.87,24.2,30306
San Jacinto County,6,Texas,2008,25889,627.9,57.25,570.65,19.1,40606
San Patricio County,5.4,Texas,2008,66417,707.06,15.41,691.65,17.1,44909
San Saba County,5.6,Texas,2008,5965,1138.25,3.78,1134.47,21.2,35739
Schleicher County,3.4,Texas,2008,3255,1310.65,0.04,1310.61,14.6,44070
Scurry County,4.2,Texas,2008,16478,907.53,5.03,902.5,18.3,42565
Shackelford County,2.9,Texas,2008,3314,915.54,1.59,913.95,11.5,43294
Shelby County,4.8,Texas,2008,25381,834.53,40.43,794.11,23.5,35154
Sherman County,3.8,Texas,2008,3035,923.2,0.16,923.03,14.2,42684
Smith County,4.9,Texas,2008,203263,949.45,21.06,928.38,13.1,47027
Somervell County,4.9,Texas,2008,8233,191.9,4.73,187.17,9.4,51770
Starr County,11.4,Texas,2008,59763,1229.28,6.26,1223.02,36.8,23929
Stephens County,3.9,Texas,2008,9556,921.48,26.84,894.64,17.5,38168
Sterling County,3,Texas,2008,1169,923.49,0.13,923.36,11.5,48438
Stonewall County,3.7,Texas,2008,1443,920.23,1.56,918.67,16.7,37325
Sutton County,2.2,Texas,2008,4321,1454.4,0.63,1453.76,11.4,56466
Swisher County,4.6,Texas,2008,7802,900.68,0.25,900.43,19.6,33983
Tarrant County,5.3,Texas,2008,1745602,897.48,34.06,863.42,12.1,56265
Taylor County,3.9,Texas,2008,128903,919.25,3.63,915.63,16,41232
Terrell County,6,Texas,2008,884,2357.75,0.03,2357.72,20.3,30359
Terry County,4.1,Texas,2008,12394,890.93,1.06,889.88,25,32788
Throckmorton County,3.1,Texas,2008,1635,915.47,3.13,912.34,14.3,34865
Titus County,4.8,Texas,2008,30963,425.69,15.15,410.54,15.2,40295
Tom Green County,4.4,Texas,2008,107639,1540.54,18.44,1522.1,14.7,42505
Travis County,4.6,Texas,2008,980699,1022.08,32.77,989.3,14.4,55650
Trinity County,5.9,Texas,2008,14380,714,21.16,692.84,20.8,32925
Tyler County,6.6,Texas,2008,21570,935.71,12.81,922.9,20.2,36730
Upshur County,4.5,Texas,2008,38706,592.67,5.02,587.64,14.5,42947
Upton County,3.4,Texas,2008,3231,1241.83,0.16,1241.68,14.8,43137
Uvalde County,6.1,Texas,2008,26206,1558.6,2.06,1556.55,23.8,33121
Val Verde County,6,Texas,2008,47882,3232.4,62.02,3170.38,20.5,36573
Van Zandt County,4.7,Texas,2008,52470,859.48,10.84,848.64,15.5,42802
Victoria County,4.1,Texas,2008,85762,888.73,6.23,882.5,15.4,46104
Walker County,5.4,Texas,2008,65726,801.44,13.99,787.45,23.5,38244
Waller County,5.3,Texas,2008,40578,518.49,4.87,513.63,15.5,50653
Ward County,4.2,Texas,2008,10588,835.74,0.25,835.49,16.4,42595
Washington County,4.1,Texas,2008,32869,621.35,12.13,609.22,13.6,46210
Webb County,5.5,Texas,2008,240287,3375.53,18.69,3356.83,26.6,36537
Wharton County,4.5,Texas,2008,40893,1094.43,4.29,1090.13,16.3,41678
Wheeler County,2.4,Texas,2008,5199,915.34,1.08,914.26,12,43124
Wichita County,5.5,Texas,2008,130340,633.01,5.35,627.66,13.9,44392
Wilbarger County,3.6,Texas,2008,13506,978.1,7.03,971.06,15.9,38536
Willacy County,8.6,Texas,2008,21763,784.23,187.55,596.68,30.6,29079
Williamson County,5,Texas,2008,395437,1134.74,11.97,1122.77,6.2,69745
Wilson County,4.8,Texas,2008,41657,808.57,1.58,806.99,11.1,54206
Winkler County,4.1,Texas,2008,7024,841.24,0.19,841.05,14.5,45917
Wise County,4.7,Texas,2008,58181,922.77,18.17,904.61,9.7,56290
Wood County,5.8,Texas,2008,41722,695.8,45.58,650.22,14.5,41529
Yoakum County,3,Texas,2008,7765,799.76,0.01,799.75,12.9,50317
Young County,3.8,Texas,2008,18104,930.84,8.51,922.33,15.2,39898
Zapata County,5.3,Texas,2008,13640,1058.1,61.34,996.76,26.2,32249
Zavala County,10,Texas,2008,11725,1301.72,3.24,1298.48,33.5,23083
Beaver County,3.5,Utah,2008,6413,2592.28,2.33,2589.95,9.7,45994
Box Elder County,4.5,Utah,2008,48437,6729.03,1005.69,5723.34,7.8,53678
Cache County,2.6,Utah,2008,106824,1173.07,8.55,1164.52,11.8,50023
Carbon County,3.4,Utah,2008,20596,1484.57,6.12,1478.46,13.3,45621
Daggett County,4.5,Utah,2008,993,723.06,24.71,698.36,7.9,44963
Davis County,3.4,Utah,2008,295801,633.7,329.22,304.48,6.1,67004
Duchesne County,2.3,Utah,2008,17412,3255.97,17.92,3238.05,12.4,51616
Emery County,3.4,Utah,2008,10740,4461.54,9.69,4451.85,12,48569
Garfield County,7.1,Utah,2008,5010,5208.2,33.98,5174.22,10.9,43312
Grand County,7.1,Utah,2008,8981,3694.08,12.52,3681.56,14.2,38540
Iron County,4.4,Utah,2008,44547,3301.84,3.87,3297.98,15.3,45206
Juab County,5.8,Utah,2008,10024,3406.28,14.54,3391.74,10.1,49474
Kane County,4.7,Utah,2008,6853,4108.42,116.46,3991.96,10,45337
Millard County,3.1,Utah,2008,12146,6828.01,238.87,6589.13,12.7,46823
Morgan County,3.3,Utah,2008,9126,610.79,1.66,609.13,4,67768
Piute County,2.8,Utah,2008,1511,765.76,7.95,757.81,16.7,36139
Rich County,3.4,Utah,2008,2227,1086.29,57.76,1028.53,9,53159
Salt Lake County,3.5,Utah,2008,999553,807.78,70.4,737.38,8.8,59168
San Juan County,5.8,Utah,2008,14436,7933.09,112.91,7820.18,28.1,38827
Sanpete County,3.7,Utah,2008,26959,1602.66,14.55,1588.11,15.3,42255
Sevier County,4.2,Utah,2008,20599,1918.28,8.03,1910.25,11.4,46127
Summit County,3.8,Utah,2008,35229,1882.05,11,1871.05,5.4,79698
